session_id,user_id,movie_id,device_type,start_time,end_time,completion_rate,created_at
1455,243,62,desktop,2025-08-12 01:28:53,2025-08-12 02:31:53,94.03,2025-08-12 01:28:53
1456,392,600,smart_tv,2025-03-24 21:20:26,2025-03-24 21:34:26,9.59,2025-03-24 21:20:26
1457,314,359,tablet,2025-05-05 01:55:28,2025-05-05 02:57:28,86.11,2025-05-05 01:55:28
1458,188,489,smart_tv,2024-06-18 10:26:48,2024-06-18 12:31:48,92.59,2024-06-18 10:26:48
1459,7,290,smart_tv,2025-05-21 04:49:03,2025-05-21 05:33:03,38.94,2025-05-21 04:49:03
1460,530,74,mobile,2024-10-30 21:36:19,2024-10-30 23:32:19,92.8,2024-10-30 21:36:19
1461,377,361,desktop,2024-03-01 15:59:25,2024-03-01 16:43:25,68.75,2024-03-01 15:59:25
1462,200,186,tablet,2024-10-25 12:17:50,2024-10-25 13:13:50,86.15,2024-10-25 12:17:50
1463,89,482,tablet,2025-03-12 17:54:40,2025-03-12 18:59:40,56.52,2025-03-12 17:54:40
1464,450,260,smart_tv,2024-07-24 00:57:42,2024-07-24 02:40:42,64.38,2024-07-24 00:57:42
1465,603,81,desktop,2024-07-03 14:36:52,2024-07-03 15:16:52,36.7,2024-07-03 14:36:52
1466,789,87,tablet,2025-09-18 07:21:26,2025-09-18 10:05:26,93.18,2025-09-18 07:21:26
1467,656,391,desktop,2024-11-08 17:59:05,2024-11-08 18:54:05,71.43,2024-11-08 17:59:05
1468,217,525,mobile,2025-07-16 01:39:35,2025-07-16 03:39:35,89.55,2025-07-16 01:39:35
1469,108,268,desktop,2024-04-12 09:39:43,2024-04-12 10:23:43,35.77,2024-04-12 09:39:43
1470,843,67,smart_tv,2025-08-06 14:04:11,2025-08-06 14:26:11,25.58,2025-08-06 14:04:11
1471,466,227,desktop,2024-08-07 00:35:26,2024-08-07 01:48:26,45.62,2024-08-07 00:35:26
1472,949,410,desktop,2024-06-20 02:14:25,2024-06-20 03:36:25,68.91,2024-06-20 02:14:25
1473,912,359,mobile,2024-07-30 06:19:42,2024-07-30 06:35:42,22.22,2024-07-30 06:19:42
1474,785,37,tablet,2024-06-03 00:08:59,2024-06-03 01:45:59,82.2,2024-06-03 00:08:59
1475,509,484,smart_tv,2025-05-11 08:41:36,2025-05-11 09:17:36,57.14,2025-05-11 08:41:36
1476,208,521,desktop,2025-08-17 05:31:45,2025-08-17 06:02:45,29.52,2025-08-17 05:31:45
1477,650,338,tablet,2025-04-09 19:18:32,2025-04-09 20:23:32,75.58,2025-04-09 19:18:32
1478,734,21,smart_tv,2024-09-22 01:33:27,2024-09-22 03:28:27,72.78,2024-09-22 01:33:27
1479,582,206,smart_tv,2025-07-27 17:55:28,2025-07-27 19:01:28,46.15,2025-07-27 17:55:28
1480,217,22,mobile,2024-10-26 02:15:31,2024-10-26 03:48:31,64.14,2024-10-26 02:15:31
1481,866,589,tablet,2025-03-31 10:08:21,2025-03-31 10:29:21,11.8,2025-03-31 10:08:21
1482,335,551,smart_tv,2025-06-15 05:03:06,2025-06-15 06:06:06,61.76,2025-06-15 05:03:06
1483,593,513,desktop,2024-11-29 11:16:54,2024-11-29 11:31:54,9.32,2024-11-29 11:16:54
1484,116,212,desktop,2024-12-04 10:53:18,2024-12-04 11:44:18,58.62,2024-12-04 10:53:18
1485,299,56,tablet,2025-03-11 01:09:56,2025-03-11 01:20:56,10.58,2025-03-11 01:09:56
1486,443,70,mobile,2024-07-05 03:53:38,2024-07-05 04:07:38,8.97,2024-07-05 03:53:38
1487,130,175,smart_tv,2024-10-31 04:12:42,2024-10-31 06:27:42,100.0,2024-10-31 04:12:42
1488,695,469,tablet,2025-01-27 06:27:15,2025-01-27 07:15:15,63.16,2025-01-27 06:27:15
1489,194,249,desktop,2025-08-16 12:48:59,2025-08-16 13:09:59,31.34,2025-08-16 12:48:59
1490,752,373,smart_tv,2024-05-03 13:21:21,2024-05-03 14:42:21,95.29,2024-05-03 13:21:21
1491,741,151,mobile,2025-02-20 11:37:12,2025-02-20 13:07:12,51.43,2025-02-20 11:37:12
1492,110,503,tablet,2024-05-17 03:05:55,2024-05-17 03:27:55,17.32,2024-05-17 03:05:55
1493,34,114,desktop,2024-07-16 23:47:14,2024-07-17 00:04:14,10.12,2024-07-16 23:47:14
1494,603,209,desktop,2025-05-16 13:32:55,2025-05-16 13:51:55,15.83,2025-05-16 13:32:55
1495,868,558,mobile,2024-08-29 04:24:43,2024-08-29 06:10:43,74.13,2024-08-29 04:24:43
1496,179,25,desktop,2024-04-09 11:47:42,2024-04-09 13:31:42,73.76,2024-04-09 11:47:42
1497,517,325,tablet,2025-03-22 21:10:21,2025-03-22 21:55:21,56.96,2025-03-22 21:10:21
1498,807,366,smart_tv,2025-06-30 21:32:03,2025-06-30 21:58:03,35.62,2025-06-30 21:32:03
1499,768,99,desktop,2024-09-23 01:54:21,2024-09-23 02:04:21,8.77,2024-09-23 01:54:21
1500,629,559,tablet,2024-10-29 02:21:46,2024-10-29 03:04:46,49.43,2024-10-29 02:21:46
1501,155,147,desktop,2024-02-25 04:14:17,2024-02-25 05:08:17,54.0,2024-02-25 04:14:17
1502,456,88,desktop,2024-04-05 01:35:46,2024-04-05 04:04:46,100.0,2024-04-05 01:35:46
1503,205,54,smart_tv,2024-07-25 17:41:46,2024-07-25 17:55:46,10.07,2024-07-25 17:41:46
1504,194,396,mobile,2024-05-18 11:55:00,2024-05-18 12:08:00,12.87,2024-05-18 11:55:00
1505,605,388,mobile,2024-02-27 10:00:05,2024-02-27 11:29:05,73.55,2024-02-27 10:00:05
1506,425,497,tablet,2024-03-03 16:42:05,2024-03-03 16:53:05,11.7,2024-03-03 16:42:05
1507,167,296,tablet,2025-07-24 16:22:47,2025-07-24 16:50:47,25.45,2025-07-24 16:22:47
1508,50,547,smart_tv,2024-06-06 00:18:42,2024-06-06 00:31:42,15.12,2024-06-06 00:18:42
1509,158,536,mobile,2024-12-25 16:35:10,2024-12-25 17:43:10,42.5,2024-12-25 16:35:10
1510,346,32,tablet,2024-12-06 23:41:44,2024-12-07 00:33:44,30.59,2024-12-06 23:41:44
1511,148,56,mobile,2024-11-20 23:54:11,2024-11-21 00:48:11,51.92,2024-11-20 23:54:11
1512,170,441,mobile,2025-07-07 20:32:48,2025-07-07 20:51:48,30.16,2025-07-07 20:32:48
1513,718,494,mobile,2025-03-28 20:34:52,2025-03-28 22:10:52,68.09,2025-03-28 20:34:52
1514,461,163,desktop,2024-03-25 16:47:33,2024-03-25 17:25:33,46.91,2024-03-25 16:47:33
1515,31,542,desktop,2025-01-28 07:39:40,2025-01-28 08:50:40,62.83,2025-01-28 07:39:40
1516,246,555,mobile,2024-08-06 13:53:40,2024-08-06 14:30:40,43.53,2024-08-06 13:53:40
1517,372,504,mobile,2024-12-27 22:22:45,2024-12-27 23:25:45,54.78,2024-12-27 22:22:45
1518,670,239,tablet,2024-02-05 03:00:22,2024-02-05 03:20:22,33.33,2024-02-05 03:00:22
1519,857,154,tablet,2025-03-24 06:05:09,2025-03-24 06:42:09,21.26,2025-03-24 06:05:09
1520,182,590,mobile,2025-08-15 10:14:35,2025-08-15 10:45:35,17.22,2025-08-15 10:14:35
1521,508,172,smart_tv,2025-06-23 16:24:19,2025-06-23 17:09:19,27.78,2025-06-23 16:24:19
1522,595,584,desktop,2024-04-11 07:15:28,2024-04-11 08:12:28,82.61,2024-04-11 07:15:28
1523,583,130,tablet,2025-04-21 03:31:25,2025-04-21 04:15:25,53.01,2025-04-21 03:31:25
1524,653,127,desktop,2024-07-15 19:58:30,2024-07-15 20:21:30,17.56,2024-07-15 19:58:30
1525,1,338,desktop,2024-01-13 06:17:03,2024-01-13 07:22:03,75.58,2024-01-13 06:17:03
1526,267,138,smart_tv,2025-04-23 02:10:08,2025-04-23 02:54:08,51.16,2025-04-23 02:10:08
1527,206,45,tablet,2024-12-20 15:47:54,2024-12-20 17:10:54,69.17,2024-12-20 15:47:54
1528,116,204,tablet,2025-03-23 00:35:58,2025-03-23 01:55:58,50.0,2025-03-23 00:35:58
1529,762,117,desktop,2024-08-13 03:00:09,2024-08-13 04:24:09,46.67,2024-08-13 03:00:09
1530,980,466,desktop,2024-11-01 22:21:49,2024-11-01 22:53:49,43.24,2024-11-01 22:21:49
1531,628,395,tablet,2024-12-02 19:45:21,2024-12-02 20:49:21,71.11,2024-12-02 19:45:21
1532,247,428,mobile,2024-08-01 16:17:16,2024-08-01 16:30:16,8.5,2024-08-01 16:17:16
1533,9,492,tablet,2025-01-09 19:31:10,2025-01-09 20:39:10,64.76,2025-01-09 19:31:10
1534,258,169,mobile,2024-04-20 15:32:52,2024-04-20 16:43:52,59.17,2024-04-20 15:32:52
1535,133,588,tablet,2025-03-18 02:01:02,2025-03-18 03:54:02,68.07,2025-03-18 02:01:02
1536,202,591,desktop,2024-09-07 14:39:17,2024-09-07 17:10:17,95.57,2024-09-07 14:39:17
1537,890,589,desktop,2025-04-07 15:38:48,2025-04-07 18:18:48,89.89,2025-04-07 15:38:48
1538,276,382,desktop,2024-07-11 22:24:09,2024-07-11 22:52:09,20.44,2024-07-11 22:24:09
1539,729,194,tablet,2024-03-11 17:10:05,2024-03-11 18:22:05,50.7,2024-03-11 17:10:05
1540,714,450,desktop,2024-11-10 04:39:08,2024-11-10 05:43:08,78.05,2024-11-10 04:39:08
1541,153,594,tablet,2024-07-24 00:35:04,2024-07-24 01:26:04,34.69,2024-07-24 00:35:04
1542,101,101,desktop,2024-07-01 14:39:38,2024-07-01 15:20:38,49.4,2024-07-01 14:39:38
1543,771,141,mobile,2025-08-08 20:03:34,2025-08-08 22:25:34,92.81,2025-08-08 20:03:34
1544,639,366,desktop,2024-08-02 00:40:45,2024-08-02 00:52:45,16.44,2024-08-02 00:40:45
1545,131,130,tablet,2024-03-01 05:47:16,2024-03-01 06:24:16,44.58,2024-03-01 05:47:16
1546,259,54,mobile,2025-08-29 02:49:00,2025-08-29 03:20:00,22.3,2025-08-29 02:49:00
1547,868,31,desktop,2025-01-21 07:31:47,2025-01-21 08:45:47,90.24,2025-01-21 07:31:47
1548,298,500,desktop,2024-06-02 18:28:43,2024-06-02 18:47:43,22.62,2024-06-02 18:28:43
1549,43,393,tablet,2024-09-03 22:47:35,2024-09-04 00:13:35,78.18,2024-09-03 22:47:35
1550,920,85,smart_tv,2025-02-14 17:54:27,2025-02-14 19:39:27,99.06,2025-02-14 17:54:27
1551,925,369,mobile,2024-02-11 05:49:43,2024-02-11 06:21:43,30.19,2024-02-11 05:49:43
1552,904,589,desktop,2025-08-03 20:37:44,2025-08-03 22:41:44,69.66,2025-08-03 20:37:44
1553,180,399,tablet,2024-07-06 16:08:08,2024-07-06 17:02:08,34.62,2024-07-06 16:08:08
1554,576,419,mobile,2024-10-24 11:29:58,2024-10-24 13:05:58,94.12,2024-10-24 11:29:58
1555,333,339,mobile,2025-02-07 21:31:48,2025-02-07 22:54:48,56.85,2025-02-07 21:31:48
1556,399,228,smart_tv,2024-02-27 00:54:45,2024-02-27 02:16:45,62.6,2024-02-27 00:54:45
1557,891,152,smart_tv,2024-02-23 12:13:04,2024-02-23 13:06:04,29.44,2024-02-23 12:13:04
1558,534,93,smart_tv,2024-01-29 19:54:16,2024-01-29 20:20:16,41.27,2024-01-29 19:54:16
1559,24,424,desktop,2024-04-21 04:34:55,2024-04-21 05:33:55,43.7,2024-04-21 04:34:55
1560,42,94,mobile,2024-09-23 13:02:34,2024-09-23 15:12:34,88.44,2024-09-23 13:02:34
1561,144,591,desktop,2025-02-24 15:27:00,2025-02-24 18:02:00,98.1,2025-02-24 15:27:00
1562,620,82,desktop,2024-12-19 01:55:53,2024-12-19 03:05:53,58.82,2024-12-19 01:55:53
1563,223,103,smart_tv,2024-05-16 05:33:50,2024-05-16 06:37:50,88.89,2024-05-16 05:33:50
1564,630,581,tablet,2025-07-03 18:43:47,2025-07-03 19:30:47,62.67,2025-07-03 18:43:47
1565,972,149,tablet,2024-09-19 04:14:58,2024-09-19 04:47:58,54.1,2024-09-19 04:14:58
1566,651,447,desktop,2024-12-24 04:48:56,2024-12-24 05:27:56,36.45,2024-12-24 04:48:56
1567,172,309,tablet,2024-04-25 21:32:12,2024-04-25 21:47:12,13.39,2024-04-25 21:32:12
1568,340,515,smart_tv,2025-08-06 20:17:58,2025-08-06 22:11:58,83.21,2025-08-06 20:17:58
1569,756,385,mobile,2025-09-11 11:37:56,2025-09-11 12:09:56,47.06,2025-09-11 11:37:56
1570,813,290,mobile,2025-02-16 21:04:50,2025-02-16 21:43:50,34.51,2025-02-16 21:04:50
1571,506,65,mobile,2025-08-27 18:53:52,2025-08-27 19:11:52,18.18,2025-08-27 18:53:52
1572,148,286,desktop,2024-05-14 21:56:43,2024-05-14 22:43:43,72.31,2024-05-14 21:56:43
1573,604,217,tablet,2024-12-27 07:26:32,2024-12-27 08:42:32,78.35,2024-12-27 07:26:32
1574,254,11,smart_tv,2024-04-05 08:31:34,2024-04-05 10:01:34,85.71,2024-04-05 08:31:34
1575,101,514,desktop,2025-01-06 22:42:03,2025-01-06 23:20:03,31.67,2025-01-06 22:42:03
1576,936,221,desktop,2025-05-27 17:21:55,2025-05-27 18:39:55,96.3,2025-05-27 17:21:55
1577,130,208,mobile,2024-08-11 08:44:41,2024-08-11 08:59:41,10.27,2024-08-11 08:44:41
1578,408,465,smart_tv,2024-02-05 21:34:39,2024-02-05 21:51:39,22.67,2024-02-05 21:34:39
1579,460,134,smart_tv,2025-05-31 01:03:42,2025-05-31 01:50:42,55.29,2025-05-31 01:03:42
1580,626,150,mobile,2024-07-17 10:21:26,2024-07-17 12:14:26,73.38,2024-07-17 10:21:26
1581,316,270,mobile,2024-12-25 22:51:34,2024-12-26 00:04:34,61.86,2024-12-25 22:51:34
1582,496,81,tablet,2024-08-23 15:01:21,2024-08-23 16:31:21,82.57,2024-08-23 15:01:21
1583,844,204,mobile,2024-01-11 11:18:47,2024-01-11 11:35:47,10.62,2024-01-11 11:18:47
1584,726,20,tablet,2024-03-06 17:33:17,2024-03-06 19:35:17,78.21,2024-03-06 17:33:17
1585,133,223,mobile,2024-04-23 18:20:59,2024-04-23 19:26:59,69.47,2024-04-23 18:20:59
1586,673,379,smart_tv,2025-01-06 05:03:06,2025-01-06 05:43:06,33.61,2025-01-06 05:03:06
1587,331,510,smart_tv,2024-08-14 12:49:33,2024-08-14 14:25:33,84.96,2024-08-14 12:49:33
1588,1000,544,tablet,2024-08-21 03:00:07,2024-08-21 03:13:07,17.33,2024-08-21 03:00:07
1589,766,279,tablet,2025-05-22 11:52:40,2025-05-22 13:58:40,97.67,2025-05-22 11:52:40
1590,275,3,mobile,2024-05-18 01:32:15,2024-05-18 03:55:15,99.31,2024-05-18 01:32:15
1591,966,306,smart_tv,2024-03-10 01:03:15,2024-03-10 02:43:15,82.64,2024-03-10 01:03:15
1592,762,38,smart_tv,2025-08-11 11:50:19,2025-08-11 12:54:19,60.38,2025-08-11 11:50:19
1593,192,439,smart_tv,2024-05-31 17:56:37,2024-05-31 19:32:37,89.72,2024-05-31 17:56:37
1594,207,457,tablet,2024-11-16 02:32:08,2024-11-16 04:01:08,79.46,2024-11-16 02:32:08
1595,910,499,smart_tv,2024-12-06 02:40:00,2024-12-06 03:31:00,33.12,2024-12-06 02:40:00
1596,923,458,tablet,2024-12-29 04:08:27,2024-12-29 05:08:27,37.04,2024-12-29 04:08:27
1597,806,215,tablet,2024-12-17 14:13:31,2024-12-17 14:35:31,23.66,2024-12-17 14:13:31
1598,529,207,mobile,2024-01-08 04:59:37,2024-01-08 05:39:37,60.61,2024-01-08 04:59:37
1599,702,82,smart_tv,2024-09-24 19:08:18,2024-09-24 20:06:18,48.74,2024-09-24 19:08:18
1600,63,17,tablet,2025-05-05 23:23:18,2025-05-06 01:31:18,89.51,2025-05-05 23:23:18
1601,664,341,desktop,2024-05-31 19:47:01,2024-05-31 20:08:01,30.88,2024-05-31 19:47:01
1602,1000,276,tablet,2025-06-28 14:41:27,2025-06-28 15:09:27,21.88,2025-06-28 14:41:27
1603,61,10,mobile,2024-10-11 20:21:14,2024-10-11 21:39:14,78.0,2024-10-11 20:21:14
1604,774,533,desktop,2025-08-13 22:31:11,2025-08-13 22:44:11,16.67,2025-08-13 22:31:11
1605,319,431,desktop,2024-08-01 21:57:25,2024-08-01 23:22:25,62.96,2024-08-01 21:57:25
1606,396,135,tablet,2024-02-01 22:22:45,2024-02-01 22:59:45,48.05,2024-02-01 22:22:45
1607,905,78,smart_tv,2024-06-08 16:54:09,2024-06-08 18:02:09,63.55,2024-06-08 16:54:09
1608,697,314,smart_tv,2025-02-22 18:07:07,2025-02-22 18:49:07,61.76,2025-02-22 18:07:07
1609,353,551,desktop,2024-02-13 20:14:08,2024-02-13 21:31:08,75.49,2024-02-13 20:14:08
1610,936,202,smart_tv,2025-04-24 18:24:41,2025-04-24 19:50:41,74.78,2025-04-24 18:24:41
1611,770,171,desktop,2025-01-03 22:03:41,2025-01-03 22:26:41,15.44,2025-01-03 22:03:41
1612,477,300,mobile,2024-07-20 17:25:34,2024-07-20 17:53:34,16.97,2024-07-20 17:25:34
1613,995,490,tablet,2025-02-16 21:05:31,2025-02-16 22:34:31,80.18,2025-02-16 21:05:31
1614,861,554,smart_tv,2024-09-19 22:45:18,2024-09-20 00:27:18,61.82,2024-09-19 22:45:18
1615,963,433,smart_tv,2024-03-04 11:08:19,2024-03-04 13:11:19,73.21,2024-03-04 11:08:19
1616,1000,338,desktop,2024-01-27 23:49:53,2024-01-28 00:54:53,75.58,2024-01-27 23:49:53
1617,195,204,tablet,2025-03-05 14:18:25,2025-03-05 16:50:25,95.0,2025-03-05 14:18:25
1618,286,563,desktop,2025-07-07 05:35:59,2025-07-07 06:21:59,42.2,2025-07-07 05:35:59
1619,940,108,desktop,2024-11-27 13:29:45,2024-11-27 16:03:45,86.52,2024-11-27 13:29:45
1620,820,340,desktop,2025-05-21 08:03:27,2025-05-21 09:53:27,75.86,2025-05-21 08:03:27
1621,214,105,desktop,2025-07-21 05:20:14,2025-07-21 05:35:14,18.52,2025-07-21 05:20:14
1622,59,546,mobile,2024-03-20 01:33:51,2024-03-20 01:56:51,15.23,2024-03-20 01:33:51
1623,447,22,smart_tv,2024-05-25 00:32:33,2024-05-25 02:57:33,100.0,2024-05-25 00:32:33
1624,944,65,tablet,2025-04-09 01:10:12,2025-04-09 01:53:12,43.43,2025-04-09 01:10:12
1625,693,464,desktop,2024-10-19 22:20:07,2024-10-20 00:11:07,64.91,2024-10-19 22:20:07
1626,406,441,desktop,2025-01-07 23:52:01,2025-01-08 00:39:01,74.6,2025-01-07 23:52:01
1627,738,277,tablet,2024-03-05 08:13:10,2024-03-05 08:59:10,63.01,2024-03-05 08:13:10
1628,541,319,desktop,2024-10-05 04:48:52,2024-10-05 05:21:52,54.1,2024-10-05 04:48:52
1629,995,347,mobile,2024-04-10 19:21:22,2024-04-10 20:33:22,63.72,2024-04-10 19:21:22
1630,964,461,smart_tv,2024-07-09 21:20:15,2024-07-09 22:03:15,55.84,2024-07-09 21:20:15
1631,266,546,mobile,2024-07-31 01:44:55,2024-07-31 02:17:55,21.85,2024-07-31 01:44:55
1632,188,592,smart_tv,2025-03-27 12:20:52,2025-03-27 13:35:52,75.0,2025-03-27 12:20:52
1633,673,432,mobile,2025-09-01 16:14:06,2025-09-01 17:48:06,84.68,2025-09-01 16:14:06
1634,153,93,desktop,2024-11-22 22:22:54,2024-11-22 23:16:54,85.71,2024-11-22 22:22:54
1635,582,30,desktop,2024-06-26 10:32:26,2024-06-26 11:07:26,55.56,2024-06-26 10:32:26
1636,125,566,tablet,2024-07-28 01:44:33,2024-07-28 02:17:33,20.25,2024-07-28 01:44:33
1637,509,551,smart_tv,2025-07-11 09:56:26,2025-07-11 11:09:26,71.57,2025-07-11 09:56:26
1638,535,544,desktop,2025-07-07 23:34:59,2025-07-07 23:58:59,32.0,2025-07-07 23:34:59
1639,716,458,tablet,2024-01-10 18:37:41,2024-01-10 20:35:41,72.84,2024-01-10 18:37:41
1640,84,445,tablet,2025-03-10 00:47:01,2025-03-10 02:37:01,85.94,2025-03-10 00:47:01
1641,685,331,mobile,2024-09-13 17:04:17,2024-09-13 17:27:17,13.53,2024-09-13 17:04:17
1642,976,566,desktop,2024-03-15 19:47:31,2024-03-15 21:58:31,80.37,2024-03-15 19:47:31
1643,967,337,smart_tv,2024-08-03 02:47:24,2024-08-03 03:44:24,59.38,2024-08-03 02:47:24
1644,142,25,tablet,2025-04-21 20:40:50,2025-04-21 22:28:50,76.6,2025-04-21 20:40:50
1645,251,4,mobile,2024-08-31 22:10:13,2024-08-31 23:00:13,56.82,2024-08-31 22:10:13
1646,427,333,mobile,2024-06-14 12:34:53,2024-06-14 12:56:53,17.6,2024-06-14 12:34:53
1647,659,417,mobile,2024-05-01 22:07:07,2024-05-01 22:24:07,11.56,2024-05-01 22:07:07
1648,966,163,mobile,2025-04-05 10:30:36,2025-04-05 11:24:36,66.67,2025-04-05 10:30:36
1649,284,489,desktop,2024-12-02 13:30:03,2024-12-02 14:47:03,57.04,2024-12-02 13:30:03
1650,962,199,tablet,2025-09-17 02:34:57,2025-09-17 04:29:57,72.33,2025-09-17 02:34:57
1651,39,203,tablet,2024-05-30 10:17:15,2024-05-30 11:35:15,44.57,2024-05-30 10:17:15
1652,416,470,tablet,2024-03-15 16:30:34,2024-03-15 18:05:34,78.51,2024-03-15 16:30:34
1653,61,175,tablet,2024-02-10 09:24:14,2024-02-10 09:52:14,20.74,2024-02-10 09:24:14
1654,515,581,desktop,2024-08-01 14:05:44,2024-08-01 14:48:44,57.33,2024-08-01 14:05:44
1655,646,590,tablet,2025-03-11 18:21:15,2025-03-11 20:18:15,65.0,2025-03-11 18:21:15
1656,479,224,smart_tv,2025-02-03 19:56:04,2025-02-03 21:00:04,75.29,2025-02-03 19:56:04
1657,328,11,smart_tv,2024-09-06 19:15:57,2024-09-06 20:01:57,43.81,2024-09-06 19:15:57
1658,76,10,desktop,2024-05-17 08:19:17,2024-05-17 09:12:17,53.0,2024-05-17 08:19:17
1659,306,296,smart_tv,2025-02-08 18:55:27,2025-02-08 19:41:27,41.82,2025-02-08 18:55:27
1660,486,352,tablet,2024-02-03 06:11:43,2024-02-03 08:25:43,75.28,2024-02-03 06:11:43
1661,549,127,smart_tv,2024-01-19 08:58:41,2024-01-19 10:42:41,79.39,2024-01-19 08:58:41
1662,658,536,mobile,2024-09-10 22:19:34,2024-09-10 22:50:34,19.38,2024-09-10 22:19:34
1663,727,23,tablet,2025-06-26 23:37:38,2025-06-27 00:35:38,87.88,2025-06-26 23:37:38
1664,918,431,tablet,2025-07-13 01:42:52,2025-07-13 03:26:52,77.04,2025-07-13 01:42:52
1665,760,513,smart_tv,2024-07-16 06:09:36,2024-07-16 06:49:36,24.84,2024-07-16 06:09:36
1666,668,86,smart_tv,2025-01-15 12:33:05,2025-01-15 14:29:05,88.55,2025-01-15 12:33:05
1667,937,177,desktop,2024-10-11 05:38:41,2024-10-11 06:30:41,36.62,2024-10-11 05:38:41
1668,478,31,tablet,2025-02-08 04:54:34,2025-02-08 05:55:34,74.39,2025-02-08 04:54:34
1669,395,455,tablet,2024-01-27 09:17:53,2024-01-27 10:06:53,33.79,2024-01-27 09:17:53
1670,105,416,desktop,2024-04-28 02:10:01,2024-04-28 02:46:01,37.89,2024-04-28 02:10:01
1671,106,16,tablet,2024-07-04 20:47:27,2024-07-04 22:46:27,100.0,2024-07-04 20:47:27
1672,793,236,desktop,2024-01-16 10:09:33,2024-01-16 12:27:33,93.24,2024-01-16 10:09:33
1673,830,381,smart_tv,2024-11-05 14:26:46,2024-11-05 15:46:46,73.39,2024-11-05 14:26:46
1674,439,33,tablet,2024-04-18 03:19:11,2024-04-18 05:06:11,66.46,2024-04-18 03:19:11
1675,567,81,mobile,2024-05-01 12:16:02,2024-05-01 14:05:02,100.0,2024-05-01 12:16:02
1676,490,110,desktop,2024-06-14 22:11:03,2024-06-14 22:54:03,38.74,2024-06-14 22:11:03
1677,359,42,desktop,2024-12-19 22:52:24,2024-12-20 00:22:24,70.31,2024-12-19 22:52:24
1678,114,486,desktop,2024-06-23 19:32:01,2024-06-23 20:46:01,62.71,2024-06-23 19:32:01
1679,563,444,smart_tv,2024-02-14 10:44:49,2024-02-14 11:33:49,56.32,2024-02-14 10:44:49
1680,976,292,tablet,2025-01-31 03:21:55,2025-01-31 03:42:55,22.58,2025-01-31 03:21:55
1681,708,570,tablet,2024-04-01 03:03:23,2024-04-01 03:51:23,31.58,2024-04-01 03:03:23
1682,218,367,tablet,2025-08-25 11:21:33,2025-08-25 12:11:33,36.5,2025-08-25 11:21:33
1683,672,80,smart_tv,2025-08-18 07:47:52,2025-08-18 08:05:52,25.0,2025-08-18 07:47:52
1684,649,595,desktop,2025-02-16 09:09:24,2025-02-16 09:52:24,29.86,2025-02-16 09:09:24
1685,861,128,mobile,2025-02-23 23:23:27,2025-02-23 23:42:27,20.88,2025-02-23 23:23:27
1686,709,372,tablet,2024-04-01 04:30:02,2024-04-01 05:04:02,53.12,2024-04-01 04:30:02
1687,793,367,desktop,2024-07-21 21:15:41,2024-07-21 22:43:41,64.23,2024-07-21 21:15:41
1688,674,142,tablet,2024-09-21 04:34:46,2024-09-21 05:34:46,59.41,2024-09-21 04:34:46
1689,875,352,desktop,2024-12-14 13:06:09,2024-12-14 14:16:09,39.33,2024-12-14 13:06:09
1690,434,287,tablet,2024-11-13 01:15:01,2024-11-13 02:45:01,60.0,2024-11-13 01:15:01
1691,621,340,mobile,2025-05-07 19:04:04,2025-05-07 19:42:04,26.21,2025-05-07 19:04:04
1692,94,359,tablet,2025-05-31 20:22:57,2025-05-31 21:00:57,52.78,2025-05-31 20:22:57
1693,210,288,smart_tv,2024-04-24 01:45:16,2024-04-24 04:06:16,87.04,2024-04-24 01:45:16
1694,701,214,mobile,2025-01-09 22:43:27,2025-01-09 23:49:27,61.11,2025-01-09 22:43:27
1695,993,582,desktop,2024-08-22 07:50:11,2024-08-22 08:16:11,30.23,2024-08-22 07:50:11
1696,136,266,tablet,2025-06-13 22:33:52,2025-06-13 23:41:52,81.93,2025-06-13 22:33:52
1697,182,70,desktop,2024-05-20 23:08:47,2024-05-21 01:42:47,98.72,2024-05-20 23:08:47
1698,91,321,desktop,2025-06-28 16:57:07,2025-06-28 17:27:07,19.61,2025-06-28 16:57:07
1699,478,182,desktop,2025-08-14 14:37:59,2025-08-14 15:07:59,17.24,2025-08-14 14:37:59
1700,778,465,desktop,2024-08-03 06:21:05,2024-08-03 06:59:05,50.67,2024-08-03 06:21:05
1701,605,421,mobile,2024-08-12 16:18:29,2024-08-12 18:07:29,72.67,2024-08-12 16:18:29
1702,192,194,smart_tv,2024-01-02 01:38:02,2024-01-02 01:49:02,7.75,2024-01-02 01:38:02
1703,224,446,mobile,2024-08-19 07:55:20,2024-08-19 09:21:20,98.85,2024-08-19 07:55:20
1704,921,420,desktop,2024-11-30 16:06:30,2024-11-30 17:05:30,48.76,2024-11-30 16:06:30
1705,655,226,tablet,2025-03-02 07:14:48,2025-03-02 07:45:48,34.83,2025-03-02 07:14:48
1706,755,246,tablet,2024-08-18 01:58:35,2024-08-18 03:31:35,52.84,2024-08-18 01:58:35
1707,614,93,smart_tv,2024-11-05 23:13:42,2024-11-05 23:37:42,38.1,2024-11-05 23:13:42
1708,674,52,mobile,2024-03-04 08:28:23,2024-03-04 08:55:23,16.88,2024-03-04 08:28:23
1709,426,140,desktop,2024-03-05 08:36:24,2024-03-05 10:57:24,79.21,2024-03-05 08:36:24
1710,282,218,desktop,2025-07-07 03:46:23,2025-07-07 04:58:23,64.86,2025-07-07 03:46:23
