payment_id,user_id,subscription_id,amount,payment_date,method,status,created_at
642,70,70,50000,2024-05-03 09:37:04,dana,failed,2024-05-03 09:37:04
643,6,6,100000,2025-02-17 09:07:20,gopay,pending,2025-02-17 09:07:20
644,568,568,150000,2024-10-06 20:26:18,dana,failed,2024-10-06 20:26:18
645,884,884,50000,2024-10-20 17:17:46,credit_card,pending,2024-10-20 17:17:46
646,468,468,150000,2025-09-14 04:11:19,credit_card,completed,2025-09-14 04:11:19
647,313,313,100000,2025-02-02 16:55:52,gopay,failed,2025-02-02 16:55:52
648,472,472,100000,2025-07-20 13:56:00,dana,pending,2025-07-20 13:56:00
649,30,30,150000,2025-07-12 12:05:10,credit_card,pending,2025-07-12 12:05:10
650,195,195,150000,2024-01-08 15:44:31,credit_card,failed,2024-01-08 15:44:31
651,417,417,100000,2024-05-30 02:18:15,dana,failed,2024-05-30 02:18:15
652,633,633,150000,2025-01-31 17:01:55,dana,completed,2025-01-31 17:01:55
653,557,557,150000,2024-03-07 08:41:50,credit_card,completed,2024-03-07 08:41:50
654,677,677,100000,2025-04-25 06:41:30,credit_card,completed,2025-04-25 06:41:30
655,948,948,100000,2024-04-16 15:12:11,bank_transfer,completed,2024-04-16 15:12:11
656,240,240,100000,2024-06-07 01:14:43,gopay,failed,2024-06-07 01:14:43
657,610,610,50000,2024-01-19 06:28:31,gopay,completed,2024-01-19 06:28:31
658,255,255,50000,2024-05-11 15:04:08,gopay,failed,2024-05-11 15:04:08
659,680,680,50000,2025-06-07 11:49:45,credit_card,completed,2025-06-07 11:49:45
660,797,797,50000,2024-05-22 11:06:30,bank_transfer,completed,2024-05-22 11:06:30
661,893,893,150000,2024-10-08 00:47:18,gopay,failed,2024-10-08 00:47:18
662,393,393,100000,2024-04-16 22:09:17,dana,completed,2024-04-16 22:09:17
663,850,850,150000,2024-11-20 11:08:19,credit_card,pending,2024-11-20 11:08:19
664,968,968,100000,2025-06-30 01:33:39,bank_transfer,completed,2025-06-30 01:33:39
665,841,841,50000,2025-02-23 23:01:07,gopay,pending,2025-02-23 23:01:07
666,125,125,100000,2024-06-13 01:25:14,bank_transfer,completed,2024-06-13 01:25:14
667,956,956,150000,2024-11-14 19:00:13,gopay,pending,2024-11-14 19:00:13
668,821,821,50000,2025-08-09 19:10:43,credit_card,failed,2025-08-09 19:10:43
669,951,951,150000,2025-02-21 12:33:22,dana,completed,2025-02-21 12:33:22
670,235,235,100000,2024-11-04 08:57:18,dana,failed,2024-11-04 08:57:18
671,20,20,150000,2024-11-14 20:02:38,credit_card,completed,2024-11-14 20:02:38
672,733,733,100000,2024-12-18 02:31:47,dana,failed,2024-12-18 02:31:47
673,486,486,50000,2024-04-24 19:36:53,bank_transfer,completed,2024-04-24 19:36:53
674,290,290,50000,2025-06-13 07:04:50,dana,completed,2025-06-13 07:04:50
675,519,519,100000,2025-09-01 01:58:54,credit_card,completed,2025-09-01 01:58:54
676,274,274,150000,2025-01-09 03:23:20,credit_card,completed,2025-01-09 03:23:20
677,654,654,100000,2025-02-07 18:01:23,dana,completed,2025-02-07 18:01:23
678,283,283,50000,2025-06-01 22:02:57,credit_card,completed,2025-06-01 22:02:57
679,821,821,50000,2024-02-01 16:52:29,bank_transfer,pending,2024-02-01 16:52:29
680,939,939,50000,2024-06-23 05:12:23,gopay,completed,2024-06-23 05:12:23
681,347,347,50000,2025-05-28 13:46:08,dana,pending,2025-05-28 13:46:08
682,65,65,50000,2024-04-09 12:54:14,bank_transfer,pending,2024-04-09 12:54:14
683,362,362,100000,2025-08-28 17:08:49,dana,pending,2025-08-28 17:08:49
684,593,593,50000,2025-08-03 22:38:19,gopay,completed,2025-08-03 22:38:19
685,353,353,150000,2025-07-16 16:17:29,dana,pending,2025-07-16 16:17:29
686,255,255,50000,2025-02-21 10:03:29,credit_card,pending,2025-02-21 10:03:29
687,42,42,150000,2025-04-25 07:12:54,gopay,completed,2025-04-25 07:12:54
688,6,6,100000,2024-02-29 21:30:54,credit_card,failed,2024-02-29 21:30:54
689,958,958,150000,2025-06-29 03:22:35,gopay,pending,2025-06-29 03:22:35
690,298,298,50000,2024-09-14 18:55:45,bank_transfer,completed,2024-09-14 18:55:45
691,999,999,150000,2024-05-16 06:58:46,credit_card,completed,2024-05-16 06:58:46
692,514,514,50000,2024-06-04 04:25:33,bank_transfer,completed,2024-06-04 04:25:33
693,273,273,100000,2025-06-24 18:50:53,dana,pending,2025-06-24 18:50:53
694,824,824,50000,2024-01-07 17:11:07,dana,completed,2024-01-07 17:11:07
695,560,560,100000,2024-11-07 03:46:03,credit_card,failed,2024-11-07 03:46:03
696,298,298,50000,2025-01-29 17:45:42,gopay,pending,2025-01-29 17:45:42
697,824,824,50000,2024-02-12 14:34:19,dana,failed,2024-02-12 14:34:19
698,562,562,150000,2024-11-03 03:35:11,dana,pending,2024-11-03 03:35:11
699,656,656,150000,2024-11-16 23:18:55,credit_card,completed,2024-11-16 23:18:55
700,252,252,150000,2024-09-12 19:27:30,credit_card,failed,2024-09-12 19:27:30
701,576,576,50000,2024-05-02 19:10:07,credit_card,pending,2024-05-02 19:10:07
702,394,394,100000,2024-09-29 20:51:38,bank_transfer,pending,2024-09-29 20:51:38
703,38,38,100000,2025-05-19 00:34:29,dana,pending,2025-05-19 00:34:29
704,599,599,150000,2025-06-03 01:52:06,dana,failed,2025-06-03 01:52:06
705,799,799,50000,2024-10-01 19:49:05,credit_card,pending,2024-10-01 19:49:05
706,755,755,100000,2024-09-08 23:59:50,gopay,pending,2024-09-08 23:59:50
707,767,767,50000,2024-12-23 03:20:52,credit_card,completed,2024-12-23 03:20:52
708,346,346,100000,2024-09-23 09:22:01,gopay,failed,2024-09-23 09:22:01
709,776,776,100000,2024-04-06 06:16:46,dana,completed,2024-04-06 06:16:46
710,763,763,100000,2025-03-07 02:36:02,bank_transfer,completed,2025-03-07 02:36:02
711,314,314,100000,2025-03-19 18:54:48,dana,failed,2025-03-19 18:54:48
712,54,54,100000,2025-05-03 10:04:56,dana,failed,2025-05-03 10:04:56
713,290,290,50000,2024-11-04 10:47:39,bank_transfer,completed,2024-11-04 10:47:39
714,882,882,150000,2024-06-01 18:03:21,bank_transfer,completed,2024-06-01 18:03:21
715,871,871,100000,2024-06-05 20:09:38,credit_card,failed,2024-06-05 20:09:38
716,855,855,150000,2024-06-09 10:14:47,credit_card,pending,2024-06-09 10:14:47
717,29,29,100000,2025-05-06 01:31:35,bank_transfer,failed,2025-05-06 01:31:35
718,106,106,150000,2024-02-17 16:37:33,bank_transfer,pending,2024-02-17 16:37:33
719,292,292,100000,2024-08-20 02:17:55,bank_transfer,pending,2024-08-20 02:17:55
720,335,335,100000,2025-07-19 15:04:23,gopay,pending,2025-07-19 15:04:23
721,6,6,100000,2024-02-19 21:46:51,bank_transfer,completed,2024-02-19 21:46:51
722,865,865,100000,2025-09-08 22:00:44,dana,completed,2025-09-08 22:00:44
723,32,32,100000,2025-06-08 01:21:36,credit_card,failed,2025-06-08 01:21:36
724,476,476,150000,2024-11-26 15:53:12,gopay,completed,2024-11-26 15:53:12
725,258,258,100000,2024-12-27 15:01:12,dana,pending,2024-12-27 15:01:12
726,610,610,50000,2024-03-22 08:46:39,credit_card,pending,2024-03-22 08:46:39
727,665,665,50000,2024-06-04 19:51:03,bank_transfer,pending,2024-06-04 19:51:03
728,532,532,100000,2024-03-10 12:32:04,dana,failed,2024-03-10 12:32:04
729,437,437,100000,2025-07-29 08:45:44,bank_transfer,pending,2025-07-29 08:45:44
730,775,775,50000,2025-01-30 15:01:20,gopay,pending,2025-01-30 15:01:20
731,180,180,150000,2025-08-17 18:41:01,credit_card,pending,2025-08-17 18:41:01
732,432,432,100000,2024-06-19 04:43:36,gopay,pending,2024-06-19 04:43:36
733,964,964,50000,2024-02-29 01:20:59,credit_card,failed,2024-02-29 01:20:59
734,354,354,50000,2024-01-26 16:59:51,dana,pending,2024-01-26 16:59:51
735,695,695,50000,2024-10-23 21:14:54,dana,failed,2024-10-23 21:14:54
736,949,949,150000,2024-04-22 07:44:54,credit_card,failed,2024-04-22 07:44:54
737,85,85,50000,2024-07-06 14:08:38,gopay,failed,2024-07-06 14:08:38
738,275,275,150000,2025-07-21 02:56:39,credit_card,failed,2025-07-21 02:56:39
739,449,449,150000,2024-03-27 08:01:31,gopay,pending,2024-03-27 08:01:31
740,951,951,150000,2024-11-24 05:54:24,bank_transfer,pending,2024-11-24 05:54:24
741,730,730,150000,2024-08-05 17:58:21,bank_transfer,completed,2024-08-05 17:58:21
742,734,734,100000,2024-05-20 13:20:20,bank_transfer,completed,2024-05-20 13:20:20
743,599,599,150000,2024-08-15 09:25:10,dana,pending,2024-08-15 09:25:10
744,429,429,150000,2024-12-28 20:14:07,credit_card,failed,2024-12-28 20:14:07
745,227,227,50000,2024-01-30 11:15:29,dana,pending,2024-01-30 11:15:29
746,981,981,100000,2024-10-13 12:26:23,dana,failed,2024-10-13 12:26:23
747,935,935,100000,2025-07-06 11:24:27,gopay,failed,2025-07-06 11:24:27
748,112,112,150000,2024-10-03 07:59:34,gopay,pending,2024-10-03 07:59:34
749,303,303,150000,2025-03-21 04:26:09,credit_card,completed,2025-03-21 04:26:09
750,968,968,100000,2024-03-22 05:49:53,dana,failed,2024-03-22 05:49:53
751,286,286,150000,2024-12-23 11:08:43,bank_transfer,failed,2024-12-23 11:08:43
752,679,679,50000,2024-11-19 06:29:52,bank_transfer,failed,2024-11-19 06:29:52
753,41,41,100000,2024-12-06 09:12:02,credit_card,pending,2024-12-06 09:12:02
754,393,393,100000,2025-09-15 02:41:01,credit_card,pending,2025-09-15 02:41:01
755,772,772,50000,2025-08-09 14:49:05,credit_card,pending,2025-08-09 14:49:05
756,483,483,50000,2025-06-06 16:32:00,credit_card,completed,2025-06-06 16:32:00
757,682,682,150000,2025-06-10 09:06:07,gopay,failed,2025-06-10 09:06:07
758,902,902,100000,2025-05-07 04:16:20,dana,failed,2025-05-07 04:16:20
759,727,727,50000,2024-06-22 23:06:50,gopay,completed,2024-06-22 23:06:50
760,446,446,150000,2024-01-25 06:53:45,gopay,pending,2024-01-25 06:53:45
761,297,297,150000,2025-07-17 15:54:13,credit_card,completed,2025-07-17 15:54:13
762,531,531,150000,2024-07-21 15:02:38,gopay,failed,2024-07-21 15:02:38
763,754,754,50000,2024-04-30 09:49:40,bank_transfer,failed,2024-04-30 09:49:40
764,748,748,150000,2024-03-02 10:38:42,bank_transfer,completed,2024-03-02 10:38:42
765,685,685,150000,2024-07-26 15:56:11,gopay,pending,2024-07-26 15:56:11
766,61,61,150000,2024-07-12 00:40:14,dana,pending,2024-07-12 00:40:14
767,571,571,150000,2025-05-20 16:05:07,gopay,failed,2025-05-20 16:05:07
768,891,891,150000,2024-12-08 06:17:35,bank_transfer,pending,2024-12-08 06:17:35
769,985,985,100000,2024-10-25 15:22:01,dana,completed,2024-10-25 15:22:01
770,400,400,100000,2024-01-05 04:37:02,credit_card,completed,2024-01-05 04:37:02
771,310,310,50000,2025-03-03 16:06:37,gopay,completed,2025-03-03 16:06:37
772,676,676,150000,2025-01-03 08:42:31,dana,completed,2025-01-03 08:42:31
773,187,187,150000,2025-01-04 11:27:44,dana,failed,2025-01-04 11:27:44
774,993,993,150000,2025-05-20 22:04:17,bank_transfer,pending,2025-05-20 22:04:17
775,752,752,150000,2025-06-24 12:25:03,gopay,pending,2025-06-24 12:25:03
776,95,95,100000,2025-03-08 06:54:31,gopay,failed,2025-03-08 06:54:31
777,746,746,50000,2025-04-20 03:10:09,gopay,completed,2025-04-20 03:10:09
778,204,204,150000,2024-08-21 23:11:37,bank_transfer,failed,2024-08-21 23:11:37
779,322,322,150000,2024-11-25 12:42:37,credit_card,failed,2024-11-25 12:42:37
780,168,168,50000,2024-08-31 00:15:08,gopay,failed,2024-08-31 00:15:08
781,80,80,50000,2025-07-03 08:49:28,credit_card,completed,2025-07-03 08:49:28
782,381,381,100000,2025-03-01 02:21:11,credit_card,failed,2025-03-01 02:21:11
783,399,399,50000,2025-06-17 11:51:03,gopay,failed,2025-06-17 11:51:03
784,90,90,100000,2025-03-05 13:21:36,credit_card,pending,2025-03-05 13:21:36
785,433,433,150000,2024-06-08 19:39:45,credit_card,failed,2024-06-08 19:39:45
786,248,248,150000,2024-01-20 15:14:48,dana,completed,2024-01-20 15:14:48
787,245,245,50000,2025-09-16 06:49:17,credit_card,pending,2025-09-16 06:49:17
788,627,627,50000,2025-01-09 18:38:47,dana,pending,2025-01-09 18:38:47
789,590,590,150000,2024-05-08 00:58:40,bank_transfer,failed,2024-05-08 00:58:40
790,469,469,100000,2025-04-25 18:38:59,dana,pending,2025-04-25 18:38:59
791,879,879,100000,2024-07-10 06:32:45,bank_transfer,completed,2024-07-10 06:32:45
792,232,232,100000,2025-07-08 10:00:54,dana,failed,2025-07-08 10:00:54
793,238,238,100000,2025-08-04 00:52:51,credit_card,failed,2025-08-04 00:52:51
794,761,761,100000,2024-10-13 14:20:22,credit_card,failed,2024-10-13 14:20:22
795,24,24,100000,2025-07-20 14:28:44,gopay,pending,2025-07-20 14:28:44
796,483,483,50000,2024-02-18 20:37:34,credit_card,completed,2024-02-18 20:37:34
797,401,401,100000,2024-06-04 16:28:08,gopay,failed,2024-06-04 16:28:08
798,928,928,50000,2024-08-08 17:20:06,credit_card,completed,2024-08-08 17:20:06
799,274,274,150000,2024-07-12 14:16:54,gopay,pending,2024-07-12 14:16:54
800,309,309,50000,2025-08-14 23:51:43,credit_card,failed,2025-08-14 23:51:43
801,723,723,150000,2025-09-01 05:13:47,credit_card,failed,2025-09-01 05:13:47
802,379,379,150000,2025-04-03 04:41:11,gopay,failed,2025-04-03 04:41:11
803,869,869,100000,2024-10-23 08:13:44,bank_transfer,pending,2024-10-23 08:13:44
804,691,691,150000,2025-07-14 07:11:06,dana,failed,2025-07-14 07:11:06
805,659,659,50000,2025-08-16 08:31:24,bank_transfer,failed,2025-08-16 08:31:24
806,810,810,150000,2025-07-05 13:15:40,dana,pending,2025-07-05 13:15:40
807,851,851,50000,2025-05-13 03:40:58,credit_card,failed,2025-05-13 03:40:58
808,112,112,150000,2025-05-07 14:40:45,credit_card,failed,2025-05-07 14:40:45
809,670,670,150000,2024-01-21 03:42:14,gopay,completed,2024-01-21 03:42:14
810,76,76,150000,2024-03-07 03:15:00,bank_transfer,completed,2024-03-07 03:15:00
811,350,350,150000,2025-04-27 11:40:01,dana,failed,2025-04-27 11:40:01
812,770,770,150000,2024-07-24 03:08:39,gopay,completed,2024-07-24 03:08:39
813,10,10,50000,2024-10-19 20:57:50,dana,pending,2024-10-19 20:57:50
814,464,464,100000,2024-01-18 05:41:26,credit_card,pending,2024-01-18 05:41:26
815,196,196,50000,2024-11-01 07:21:38,credit_card,completed,2024-11-01 07:21:38
816,612,612,150000,2024-11-03 09:37:14,credit_card,pending,2024-11-03 09:37:14
817,868,868,50000,2025-02-06 07:26:48,gopay,completed,2025-02-06 07:26:48
818,614,614,100000,2024-05-18 05:08:25,dana,completed,2024-05-18 05:08:25
819,416,416,100000,2024-08-31 15:37:55,credit_card,failed,2024-08-31 15:37:55
820,559,559,150000,2024-02-17 23:58:31,gopay,pending,2024-02-17 23:58:31
821,686,686,100000,2025-06-11 02:41:57,gopay,completed,2025-06-11 02:41:57
822,465,465,100000,2024-09-16 03:54:02,gopay,failed,2024-09-16 03:54:02
823,76,76,150000,2024-08-07 09:57:27,gopay,pending,2024-08-07 09:57:27
824,896,896,100000,2024-03-10 17:46:28,credit_card,pending,2024-03-10 17:46:28
825,71,71,50000,2024-07-15 20:54:40,dana,pending,2024-07-15 20:54:40
826,516,516,50000,2024-12-04 01:30:43,dana,pending,2024-12-04 01:30:43
827,828,828,100000,2024-01-26 19:53:17,dana,failed,2024-01-26 19:53:17
828,139,139,100000,2025-08-09 16:14:26,credit_card,pending,2025-08-09 16:14:26
829,555,555,100000,2025-04-19 00:41:28,credit_card,pending,2025-04-19 00:41:28
830,237,237,150000,2025-09-19 09:08:03,credit_card,completed,2025-09-19 09:08:03
831,955,955,100000,2025-04-12 17:07:00,dana,completed,2025-04-12 17:07:00
832,338,338,150000,2024-02-25 08:59:51,dana,completed,2024-02-25 08:59:51
833,727,727,50000,2025-03-28 19:54:46,credit_card,pending,2025-03-28 19:54:46
834,39,39,50000,2024-09-12 01:59:49,dana,failed,2024-09-12 01:59:49
835,461,461,100000,2025-08-05 05:48:28,bank_transfer,failed,2025-08-05 05:48:28
836,982,982,100000,2024-11-07 13:14:36,dana,failed,2024-11-07 13:14:36
837,205,205,100000,2024-08-02 11:56:40,gopay,pending,2024-08-02 11:56:40
838,763,763,100000,2025-09-14 20:36:13,credit_card,pending,2025-09-14 20:36:13
839,373,373,150000,2024-07-28 20:25:03,gopay,pending,2024-07-28 20:25:03
840,254,254,50000,2024-12-09 03:55:49,bank_transfer,completed,2024-12-09 03:55:49
841,299,299,50000,2024-03-08 07:36:45,gopay,failed,2024-03-08 07:36:45
842,396,396,150000,2024-09-13 05:46:41,bank_transfer,failed,2024-09-13 05:46:41
843,383,383,50000,2025-05-27 09:02:46,credit_card,pending,2025-05-27 09:02:46
844,20,20,150000,2024-09-04 11:59:33,gopay,pending,2024-09-04 11:59:33
845,5,5,150000,2025-03-03 02:38:25,credit_card,pending,2025-03-03 02:38:25
846,963,963,100000,2025-08-29 00:04:07,bank_transfer,completed,2025-08-29 00:04:07
847,204,204,150000,2024-11-02 03:44:55,dana,failed,2024-11-02 03:44:55
848,670,670,150000,2024-02-26 03:26:10,bank_transfer,pending,2024-02-26 03:26:10
849,138,138,50000,2024-05-21 16:25:39,bank_transfer,completed,2024-05-21 16:25:39
850,726,726,100000,2025-06-04 21:39:38,bank_transfer,pending,2025-06-04 21:39:38
851,546,546,50000,2024-12-21 03:30:31,bank_transfer,completed,2024-12-21 03:30:31
852,97,97,100000,2024-04-26 03:27:22,bank_transfer,completed,2024-04-26 03:27:22
853,796,796,150000,2024-03-25 12:47:15,gopay,completed,2024-03-25 12:47:15
854,176,176,50000,2025-01-24 21:01:22,credit_card,failed,2025-01-24 21:01:22
855,45,45,50000,2025-07-13 13:30:22,gopay,failed,2025-07-13 13:30:22
856,563,563,150000,2024-06-27 19:26:42,bank_transfer,failed,2024-06-27 19:26:42
857,997,997,100000,2025-03-18 01:19:52,gopay,failed,2025-03-18 01:19:52
858,330,330,50000,2025-05-30 10:25:17,gopay,completed,2025-05-30 10:25:17
859,426,426,50000,2024-02-23 08:54:41,bank_transfer,completed,2024-02-23 08:54:41
860,293,293,50000,2024-04-25 01:48:53,credit_card,completed,2024-04-25 01:48:53
861,875,875,50000,2024-05-22 04:07:31,dana,completed,2024-05-22 04:07:31
862,623,623,150000,2025-08-20 09:26:55,bank_transfer,failed,2025-08-20 09:26:55
863,858,858,150000,2024-03-17 22:45:18,dana,failed,2024-03-17 22:45:18
864,63,63,100000,2024-02-08 09:08:56,bank_transfer,completed,2024-02-08 09:08:56
865,707,707,150000,2024-02-13 09:51:32,bank_transfer,completed,2024-02-13 09:51:32
866,741,741,150000,2024-01-18 07:08:32,gopay,failed,2024-01-18 07:08:32
867,330,330,50000,2024-12-28 16:45:14,gopay,failed,2024-12-28 16:45:14
868,300,300,100000,2024-03-19 15:20:23,gopay,pending,2024-03-19 15:20:23
869,292,292,100000,2024-03-26 10:04:47,credit_card,pending,2024-03-26 10:04:47
870,837,837,150000,2024-05-29 06:18:20,dana,failed,2024-05-29 06:18:20
871,356,356,50000,2025-07-10 10:55:50,credit_card,failed,2025-07-10 10:55:50
872,195,195,150000,2025-01-24 08:31:17,gopay,pending,2025-01-24 08:31:17
873,331,331,50000,2025-05-24 14:52:39,bank_transfer,pending,2025-05-24 14:52:39
874,553,553,50000,2025-05-26 18:12:30,bank_transfer,failed,2025-05-26 18:12:30
875,402,402,50000,2025-02-20 15:24:55,gopay,completed,2025-02-20 15:24:55
876,831,831,150000,2024-04-04 04:14:15,gopay,completed,2024-04-04 04:14:15
877,943,943,50000,2025-04-18 14:22:57,dana,failed,2025-04-18 14:22:57
878,512,512,100000,2025-01-18 00:51:38,credit_card,completed,2025-01-18 00:51:38
879,121,121,150000,2025-04-07 00:06:07,gopay,failed,2025-04-07 00:06:07
880,452,452,50000,2025-03-30 11:39:14,bank_transfer,completed,2025-03-30 11:39:14
881,611,611,150000,2024-07-14 14:56:52,gopay,failed,2024-07-14 14:56:52
882,3,3,150000,2024-08-25 12:32:58,credit_card,failed,2024-08-25 12:32:58
883,117,117,150000,2024-12-11 17:00:52,dana,pending,2024-12-11 17:00:52
884,790,790,100000,2024-07-28 05:26:39,dana,pending,2024-07-28 05:26:39
885,676,676,150000,2024-04-10 13:11:45,dana,pending,2024-04-10 13:11:45
886,508,508,100000,2024-03-22 14:10:19,bank_transfer,failed,2024-03-22 14:10:19
887,741,741,150000,2025-09-13 23:21:59,bank_transfer,pending,2025-09-13 23:21:59
888,203,203,50000,2024-07-07 01:10:27,gopay,pending,2024-07-07 01:10:27
889,879,879,100000,2024-03-03 22:15:44,bank_transfer,pending,2024-03-03 22:15:44
890,376,376,50000,2024-03-08 18:37:49,bank_transfer,completed,2024-03-08 18:37:49
891,33,33,50000,2025-05-28 12:43:25,credit_card,failed,2025-05-28 12:43:25
892,138,138,50000,2024-11-30 08:53:29,bank_transfer,completed,2024-11-30 08:53:29
893,236,236,150000,2025-04-10 00:09:52,gopay,failed,2025-04-10 00:09:52
894,6,6,100000,2024-01-12 21:57:10,dana,completed,2024-01-12 21:57:10
895,769,769,50000,2024-01-04 07:03:49,gopay,pending,2024-01-04 07:03:49
896,716,716,50000,2024-01-12 07:39:36,dana,failed,2024-01-12 07:39:36
897,626,626,100000,2024-05-25 06:43:17,bank_transfer,pending,2024-05-25 06:43:17
898,778,778,50000,2024-04-27 23:56:41,dana,completed,2024-04-27 23:56:41
899,867,867,100000,2025-07-22 04:39:28,bank_transfer,completed,2025-07-22 04:39:28
900,796,796,150000,2025-01-17 11:40:05,bank_transfer,completed,2025-01-17 11:40:05
901,44,44,50000,2024-09-15 18:39:52,dana,pending,2024-09-15 18:39:52
902,951,951,150000,2024-09-15 10:07:59,credit_card,pending,2024-09-15 10:07:59
903,391,391,100000,2024-07-16 00:35:00,gopay,completed,2024-07-16 00:35:00
904,73,73,50000,2025-04-11 19:26:22,dana,failed,2025-04-11 19:26:22
905,302,302,100000,2024-07-29 08:08:51,gopay,pending,2024-07-29 08:08:51
906,558,558,50000,2025-07-02 01:13:14,dana,pending,2025-07-02 01:13:14
907,152,152,150000,2025-07-28 04:38:11,dana,pending,2025-07-28 04:38:11
908,906,906,100000,2024-05-29 23:00:56,credit_card,completed,2024-05-29 23:00:56
909,733,733,100000,2025-03-02 13:14:04,credit_card,completed,2025-03-02 13:14:04
910,713,713,150000,2024-04-16 14:02:32,dana,pending,2024-04-16 14:02:32
911,876,876,50000,2024-03-25 14:35:00,bank_transfer,completed,2024-03-25 14:35:00
912,346,346,100000,2024-09-27 18:41:32,credit_card,pending,2024-09-27 18:41:32
913,242,242,50000,2024-03-17 10:34:06,gopay,failed,2024-03-17 10:34:06
914,504,504,50000,2025-07-14 11:34:29,dana,completed,2025-07-14 11:34:29
915,690,690,150000,2024-03-30 21:34:22,bank_transfer,failed,2024-03-30 21:34:22
916,656,656,150000,2025-01-07 16:24:55,bank_transfer,failed,2025-01-07 16:24:55
917,233,233,150000,2025-03-13 11:33:51,dana,completed,2025-03-13 11:33:51
918,540,540,50000,2024-12-06 14:46:28,bank_transfer,pending,2024-12-06 14:46:28
919,913,913,150000,2025-06-24 11:40:45,bank_transfer,failed,2025-06-24 11:40:45
920,458,458,150000,2024-01-20 01:00:57,credit_card,completed,2024-01-20 01:00:57
921,932,932,100000,2025-06-10 05:39:54,credit_card,completed,2025-06-10 05:39:54
922,235,235,100000,2024-08-10 09:25:24,bank_transfer,pending,2024-08-10 09:25:24
923,375,375,100000,2024-10-13 10:11:44,gopay,pending,2024-10-13 10:11:44
924,800,800,150000,2024-11-29 14:45:46,gopay,failed,2024-11-29 14:45:46
925,734,734,100000,2025-03-30 18:04:03,bank_transfer,failed,2025-03-30 18:04:03
926,47,47,150000,2024-11-03 05:28:14,dana,pending,2024-11-03 05:28:14
927,446,446,150000,2025-05-14 05:31:48,bank_transfer,completed,2025-05-14 05:31:48
928,368,368,100000,2025-07-19 12:25:24,credit_card,pending,2025-07-19 12:25:24
929,807,807,150000,2024-12-18 02:36:47,gopay,completed,2024-12-18 02:36:47
930,141,141,150000,2024-09-05 23:04:51,gopay,pending,2024-09-05 23:04:51
931,289,289,150000,2024-07-11 23:22:17,credit_card,failed,2024-07-11 23:22:17
932,378,378,100000,2024-07-30 20:07:47,credit_card,pending,2024-07-30 20:07:47
933,336,336,50000,2024-02-19 22:59:01,dana,failed,2024-02-19 22:59:01
934,144,144,100000,2024-11-20 18:38:37,gopay,pending,2024-11-20 18:38:37
935,454,454,150000,2024-11-21 22:59:27,credit_card,completed,2024-11-21 22:59:27
936,490,490,50000,2024-07-25 01:47:23,gopay,failed,2024-07-25 01:47:23
937,967,967,50000,2024-08-12 10:33:35,dana,pending,2024-08-12 10:33:35
938,338,338,150000,2024-05-21 18:51:00,bank_transfer,pending,2024-05-21 18:51:00
939,946,946,50000,2024-01-29 07:21:12,gopay,completed,2024-01-29 07:21:12
940,147,147,50000,2025-07-02 06:41:18,credit_card,pending,2025-07-02 06:41:18
941,218,218,150000,2024-07-04 11:31:25,dana,pending,2024-07-04 11:31:25
942,950,950,100000,2024-07-03 01:30:10,bank_transfer,completed,2024-07-03 01:30:10
943,170,170,50000,2025-09-02 03:28:38,dana,pending,2025-09-02 03:28:38
944,789,789,100000,2025-01-26 14:41:35,dana,completed,2025-01-26 14:41:35
945,46,46,50000,2025-02-11 17:16:25,dana,failed,2025-02-11 17:16:25
946,738,738,150000,2025-09-18 11:03:37,dana,failed,2025-09-18 11:03:37
947,706,706,50000,2024-06-25 05:04:17,dana,failed,2024-06-25 05:04:17
948,998,998,150000,2025-02-04 00:58:48,credit_card,completed,2025-02-04 00:58:48
949,736,736,50000,2025-04-14 02:33:44,credit_card,completed,2025-04-14 02:33:44
950,931,931,100000,2025-01-19 19:28:35,credit_card,pending,2025-01-19 19:28:35
951,484,484,100000,2025-07-17 01:15:03,bank_transfer,failed,2025-07-17 01:15:03
952,893,893,150000,2025-02-24 00:12:11,credit_card,completed,2025-02-24 00:12:11
953,644,644,50000,2025-03-05 09:09:07,gopay,pending,2025-03-05 09:09:07
954,929,929,50000,2025-01-02 22:09:51,dana,completed,2025-01-02 22:09:51
955,545,545,50000,2024-07-11 09:56:01,dana,failed,2024-07-11 09:56:01
956,821,821,50000,2025-08-22 21:24:46,dana,failed,2025-08-22 21:24:46
957,586,586,50000,2024-06-09 07:18:33,bank_transfer,pending,2024-06-09 07:18:33
958,350,350,150000,2024-04-20 23:25:08,credit_card,completed,2024-04-20 23:25:08
959,424,424,150000,2025-01-15 06:40:48,gopay,pending,2025-01-15 06:40:48
960,201,201,50000,2024-02-04 12:22:59,gopay,failed,2024-02-04 12:22:59
961,553,553,50000,2025-05-15 01:12:27,credit_card,pending,2025-05-15 01:12:27
962,78,78,150000,2025-05-13 06:42:32,credit_card,completed,2025-05-13 06:42:32
963,816,816,50000,2025-01-28 14:04:59,bank_transfer,pending,2025-01-28 14:04:59
964,860,860,50000,2024-12-15 03:34:22,credit_card,failed,2024-12-15 03:34:22
965,588,588,150000,2024-05-07 07:49:57,gopay,completed,2024-05-07 07:49:57
966,344,344,150000,2024-04-17 12:10:02,bank_transfer,completed,2024-04-17 12:10:02
967,77,77,100000,2025-02-09 02:59:07,gopay,failed,2025-02-09 02:59:07
968,985,985,100000,2024-03-12 12:09:47,credit_card,pending,2024-03-12 12:09:47
